case:concept:name,concept:name,time:timestamp
Case 286,Take in charge ticket,2013-04-29 09:35:06
Case 286,Resolve ticket,2013-05-31 16:02:09
Case 1998,Assign seriousness,2012-05-24 15:21:58
Case 1998,Take in charge ticket,2012-05-24 15:39:09
Case 1998,Wait,2012-06-11 12:37:06
Case 1998,Resolve ticket,2012-06-14 13:38:19
Case 1573,Assign seriousness,2011-11-25 10:32:46
Case 1573,Resolve ticket,2011-11-25 11:19:08
Case 2000,Assign seriousness,2011-11-28 08:12:10
Case 2000,Resolve ticket,2011-11-28 14:55:09
Case 1334,Assign seriousness,2012-02-17 14:33:50
Case 1334,Assign seriousness,2012-02-17 14:45:57
Case 1334,Take in charge ticket,2012-02-20 08:47:32
Case 1334,Wait,2012-02-21 17:00:14
Case 1334,Resolve ticket,2012-02-22 13:53:23
Case 194,Assign seriousness,2012-02-08 11:28:03
Case 194,Take in charge ticket,2012-02-10 10:28:30
Case 194,Resolve ticket,2012-03-05 11:31:08
Case 2816,Assign seriousness,2010-06-11 15:41:37
Case 2816,Take in charge ticket,2010-06-11 15:42:59
Case 2816,Create SW anomaly,2010-06-11 15:43:06
Case 2816,Resolve ticket,2010-06-15 15:09:01
Case 2400,Take in charge ticket,2011-12-13 11:57:57
Case 2400,Wait,2011-12-14 08:31:34
Case 2400,Resolve ticket,2011-12-14 11:20:59
Case 1647,Assign seriousness,2011-08-30 14:58:26
Case 1647,Take in charge ticket,2011-09-02 15:21:06
Case 1647,Resolve ticket,2011-09-02 15:24:11
Case 2144,Assign seriousness,2011-01-13 11:40:05
Case 2144,Take in charge ticket,2011-01-18 17:08:56
Case 2144,Resolve ticket,2011-01-18 17:09:14
Case 536,Assign seriousness,2011-04-14 13:47:16
Case 536,Take in charge ticket,2011-04-14 16:11:57
Case 536,Resolve ticket,2011-04-15 16:10:51
Case 715,Assign seriousness,2010-07-28 09:38:37
Case 715,Take in charge ticket,2010-07-28 09:50:44
Case 715,Wait,2010-07-28 09:51:16
Case 715,Take in charge ticket,2010-08-30 13:31:04
Case 715,Resolve ticket,2010-08-30 13:31:33
Case 2500,Assign seriousness,2010-09-14 12:39:06
Case 2500,Take in charge ticket,2010-09-14 13:22:28
Case 2500,Wait,2010-09-15 16:44:06
Case 2500,Take in charge ticket,2010-10-14 11:54:47
Case 2500,Resolve ticket,2010-10-14 11:55:00
Case 1961,Assign seriousness,2013-10-14 13:58:41
Case 1961,Take in charge ticket,2013-10-30 09:13:06
Case 1961,Resolve ticket,2013-11-05 16:26:46
Case 1032,Assign seriousness,2012-04-11 15:07:25
Case 1032,Take in charge ticket,2012-04-11 15:07:34
Case 1032,Wait,2012-04-17 12:29:31
Case 1032,Resolve ticket,2012-05-15 12:31:57
Case 939,Assign seriousness,2013-01-18 09:40:01
Case 939,Take in charge ticket,2013-01-18 09:42:57
Case 939,Wait,2013-01-28 10:58:24
Case 939,Wait,2013-01-28 10:58:25
Case 939,Resolve ticket,2013-02-11 09:12:36
Case 2478,Assign seriousness,2011-11-29 13:30:12
Case 2478,Take in charge ticket,2011-11-29 13:30:31
Case 2478,Resolve ticket,2011-11-29 14:50:43
Case 1625,Assign seriousness,2010-12-01 14:30:44
Case 1625,Take in charge ticket,2010-12-01 14:34:08
Case 1625,Resolve ticket,2010-12-02 10:37:02
Case 1652,Assign seriousness,2010-02-10 12:15:48
Case 1652,Assign seriousness,2010-02-24 11:20:45
Case 1652,Take in charge ticket,2010-02-24 11:25:31
Case 1652,Resolve ticket,2010-03-15 17:26:37
Case 817,Assign seriousness,2012-03-26 15:17:58
Case 817,Take in charge ticket,2012-03-27 08:41:06
Case 817,Wait,2012-03-27 08:42:51
Case 817,Take in charge ticket,2012-03-28 07:20:47
Case 817,Wait,2012-03-28 07:44:04
Case 817,Resolve ticket,2012-04-12 15:00:28
Case 2303,Assign seriousness,2012-02-01 11:36:49
Case 2303,Take in charge ticket,2012-02-08 14:22:58
Case 2303,Resolve ticket,2012-02-08 17:02:55
Case 2106,Insert ticket,2010-03-26 13:30:45
Case 2106,Assign seriousness,2010-03-26 13:32:37
Case 2106,Take in charge ticket,2010-03-26 13:32:55
Case 2106,Resolve ticket,2010-03-26 13:50:27
Case 821,Assign seriousness,2012-11-14 16:58:19
Case 821,Take in charge ticket,2012-11-15 11:54:48
Case 821,Resolve ticket,2012-11-30 08:37:17
Case 271,Insert ticket,2010-03-08 11:43:25
Case 271,Assign seriousness,2010-03-08 11:44:57
Case 271,Assign seriousness,2010-03-08 11:45:49
Case 271,Take in charge ticket,2010-03-08 11:52:48
Case 271,Resolve ticket,2010-03-08 17:00:50
Case 1461,Assign seriousness,2010-10-20 15:46:44
Case 1461,Take in charge ticket,2010-10-21 14:31:10
Case 1461,Resolve ticket,2010-10-22 13:13:54
Case 2034,Assign seriousness,2012-01-23 10:22:19
Case 2034,Take in charge ticket,2012-01-23 10:22:38
Case 2034,Resolve ticket,2012-01-25 10:52:04
Case 385,Assign seriousness,2010-12-14 16:34:40
Case 385,Take in charge ticket,2010-12-15 15:47:56
Case 385,Resolve ticket,2010-12-15 15:48:46
Case 864,Assign seriousness,2010-02-10 08:52:42
Case 864,Take in charge ticket,2010-02-22 09:06:59
Case 864,Wait,2010-02-22 09:43:38
Case 864,Take in charge ticket,2010-03-10 08:17:55
Case 864,Resolve ticket,2010-03-10 08:18:00
Case 1082,Assign seriousness,2011-08-22 09:38:09
Case 1082,Take in charge ticket,2011-08-29 08:23:11
Case 1082,Resolve ticket,2011-09-19 13:03:33
Case 2336,Assign seriousness,2010-09-13 16:04:48
Case 2336,Take in charge ticket,2010-09-21 15:04:13
Case 2336,Create SW anomaly,2010-09-27 09:59:47
Case 2336,Resolve ticket,2010-10-06 08:01:47
Case 1158,Assign seriousness,2011-06-23 07:35:48
Case 1158,Assign seriousness,2011-06-23 07:36:08
Case 1158,Take in charge ticket,2011-06-23 09:52:00
Case 1158,Wait,2011-06-23 10:00:20
Case 1158,Take in charge ticket,2011-07-21 13:33:50
Case 1158,Resolve ticket,2011-07-21 13:33:58
Case 2691,Assign seriousness,2012-05-08 08:05:48
Case 2691,Take in charge ticket,2012-05-10 10:34:19
Case 2691,Wait,2012-05-11 08:26:19
Case 2691,Resolve ticket,2012-05-14 08:44:41
Case 1495,Assign seriousness,2013-02-21 13:33:14
Case 1495,Take in charge ticket,2013-03-11 07:57:30
Case 1495,Require upgrade,2013-03-11 11:37:52
Case 1495,Require upgrade,2013-03-13 08:27:08
Case 1495,Resolve ticket,2013-03-13 09:12:26
Case 2192,Assign seriousness,2011-12-16 08:00:38
Case 2192,Take in charge ticket,2011-12-16 08:15:06
Case 2192,Resolve ticket,2011-12-16 13:21:01
Case 495,Assign seriousness,2012-07-19 15:51:08
Case 495,Take in charge ticket,2012-07-19 15:51:21
Case 495,Resolve ticket,2012-07-20 14:06:41
Case 1492,Insert ticket,2011-06-24 10:03:50
Case 1492,Assign seriousness,2011-06-24 10:08:50
Case 1492,Assign seriousness,2011-06-29 08:02:37
Case 1492,Take in charge ticket,2011-06-29 13:16:49
Case 1492,Wait,2011-07-04 10:16:10
Case 1492,Take in charge ticket,2011-07-04 11:04:41
Case 1492,Resolve ticket,2011-07-04 11:05:25
Case 919,Assign seriousness,2010-08-17 14:06:32
Case 919,Take in charge ticket,2010-08-17 14:10:13
Case 919,Wait,2010-09-06 08:30:24
Case 919,Take in charge ticket,2010-09-15 08:56:50
Case 919,Resolve ticket,2010-09-15 08:57:03
Case 909,Assign seriousness,2012-02-06 09:17:46
Case 909,Take in charge ticket,2012-02-06 09:20:42
Case 909,Resolve ticket,2012-02-06 09:53:59
Case 1759,Insert ticket,2010-09-20 11:10:02
Case 1759,Assign seriousness,2010-09-20 12:43:23
Case 1759,Take in charge ticket,2010-09-20 12:45:07
Case 1759,Resolve ticket,2010-09-20 12:45:16
Case 1488,Assign seriousness,2012-04-18 08:57:02
Case 1488,Take in charge ticket,2012-04-18 12:32:41
Case 1488,Resolve ticket,2012-04-18 14:41:41
Case 2616,Assign seriousness,2013-04-17 07:29:31
Case 2616,Wait,2013-04-29 08:15:52
Case 2616,Resolve ticket,2013-05-03 10:17:48
Case 2178,Assign seriousness,2011-10-05 14:48:52
Case 2178,Resolve ticket,2011-10-05 14:49:14
Case 2618,Assign seriousness,2012-05-28 14:43:52
Case 2618,Take in charge ticket,2012-05-28 14:52:17
Case 2618,Resolve ticket,2012-05-28 14:53:21
Case 288,Assign seriousness,2011-11-17 09:35:43
Case 288,Take in charge ticket,2011-11-17 09:36:01
Case 288,Resolve ticket,2011-11-17 14:00:05
Case 2071,Assign seriousness,2011-11-07 13:47:18
Case 2071,Take in charge ticket,2011-11-07 13:59:33
Case 2071,Wait,2011-11-16 15:59:39
Case 2071,Take in charge ticket,2011-12-02 08:18:09
Case 2071,Wait,2011-12-02 14:52:14
Case 2071,Resolve ticket,2011-12-22 11:12:07
Case 1727,Assign seriousness,2011-03-07 11:01:23
Case 1727,Take in charge ticket,2011-03-07 11:01:58
Case 1727,Resolve ticket,2011-03-09 09:17:20
Case 393,Assign seriousness,2010-10-25 10:09:25
Case 393,Take in charge ticket,2010-10-29 14:07:35
Case 393,Resolve ticket,2010-10-29 14:10:16
Case 227,Assign seriousness,2011-05-17 09:14:34
Case 227,Take in charge ticket,2011-05-17 09:14:52
Case 227,Resolve ticket,2011-05-20 12:41:53
Case 2543,Assign seriousness,2010-12-03 11:16:36
Case 2543,Take in charge ticket,2010-12-17 10:46:01
Case 2543,Resolve ticket,2010-12-28 08:51:11
Case 1046,Assign seriousness,2012-04-02 08:42:04
Case 1046,Take in charge ticket,2012-04-02 08:42:15
Case 1046,Resolve ticket,2012-04-02 10:12:04
Case 1666,Assign seriousness,2011-10-26 09:45:15
Case 1666,Take in charge ticket,2011-10-27 08:26:18
Case 1666,Wait,2011-10-27 09:51:09
Case 1666,Resolve ticket,2011-11-16 15:13:41
Case 1694,Assign seriousness,2010-09-09 12:18:13
Case 1694,Take in charge ticket,2010-09-09 13:45:43
Case 1694,Resolve ticket,2010-09-14 14:31:18
Case 64,Assign seriousness,2011-04-14 15:54:28
Case 64,Assign seriousness,2011-04-14 15:54:46
Case 64,Wait,2011-04-15 10:41:19
Case 64,Take in charge ticket,2011-04-27 10:30:04
Case 64,Wait,2011-04-27 10:30:13
Case 64,Take in charge ticket,2011-05-06 09:42:13
Case 64,Resolve ticket,2011-05-06 09:42:28
Case 1668,Assign seriousness,2011-04-06 10:33:43
Case 1668,Take in charge ticket,2011-04-06 10:35:17
Case 1668,Resolve ticket,2011-04-13 13:19:28
Case 2236,Assign seriousness,2013-08-12 13:04:44
Case 2236,Take in charge ticket,2013-08-19 09:47:09
Case 2236,Wait,2013-08-19 10:16:55
Case 2236,Resolve ticket,2013-09-06 15:55:08
Case 2406,Assign seriousness,2011-09-19 09:38:34
Case 2406,Resolve ticket,2011-09-19 14:00:25
Case 250,Assign seriousness,2011-02-22 17:06:59
Case 250,Take in charge ticket,2011-02-22 17:07:16
Case 250,Resolve ticket,2011-02-28 10:43:36
Case 1641,Assign seriousness,2010-12-27 13:37:45
Case 1641,Assign seriousness,2011-01-21 11:58:41
Case 1641,Assign seriousness,2011-01-21 11:58:42
Case 1641,Take in charge ticket,2011-01-21 11:58:48
Case 1641,Wait,2011-01-25 08:34:05
Case 1641,Take in charge ticket,2011-01-26 09:06:15
Case 1641,Resolve ticket,2011-01-26 09:06:29
Case 721,Assign seriousness,2012-05-02 12:29:25
Case 721,Take in charge ticket,2012-05-04 14:01:53
Case 721,Resolve ticket,2012-05-08 13:59:59
Case 1249,Insert ticket,2013-01-07 16:50:16
Case 1249,Wait,2013-01-17 16:17:07
Case 1249,Wait,2013-01-28 11:00:38
Case 1249,Wait,2013-02-06 16:41:57
Case 1249,Wait,2013-02-07 15:11:17
Case 1994,Assign seriousness,2012-07-09 15:44:06
Case 1994,Resolve ticket,2012-07-10 09:28:23
Case 2159,Insert ticket,2010-09-07 09:00:29
Case 2159,Assign seriousness,2010-09-07 09:05:25
Case 2159,Assign seriousness,2010-09-07 09:10:55
Case 2159,Assign seriousness,2010-09-07 14:16:33
Case 2159,Take in charge ticket,2010-09-09 11:58:32
Case 2159,Resolve ticket,2010-09-09 11:58:44
Case 1687,Assign seriousness,2012-02-24 08:59:14
Case 1687,Take in charge ticket,2012-02-24 08:59:23
Case 1687,Resolve ticket,2012-02-24 14:57:50
Case 2217,Assign seriousness,2011-04-19 12:31:55
Case 2217,Take in charge ticket,2011-04-26 08:16:17
Case 2217,Wait,2011-04-26 08:38:47
Case 2217,Resolve ticket,2011-04-26 12:57:25
Case 76,Assign seriousness,2012-01-10 15:01:36
Case 76,Resolve ticket,2012-01-10 15:58:08
Case 1706,Assign seriousness,2010-11-12 14:59:26
Case 1706,Assign seriousness,2010-11-12 15:58:47
Case 1706,Take in charge ticket,2010-11-17 11:25:05
Case 1706,Resolve ticket,2010-11-17 11:25:14
Case 1612,Assign seriousness,2011-04-13 15:00:18
Case 1612,Take in charge ticket,2011-04-13 15:00:37
Case 1612,Resolve ticket,2011-04-14 15:31:17
Case 1294,Assign seriousness,2011-09-15 12:26:09
Case 1294,Take in charge ticket,2011-09-20 09:37:07
Case 1294,Resolve ticket,2011-09-20 15:19:21
Case 3001,Assign seriousness,2010-04-21 16:36:39
Case 3001,Assign seriousness,2010-06-01 09:15:42
Case 3001,Take in charge ticket,2010-06-01 09:16:04
Case 3001,Resolve ticket,2010-06-01 09:16:31
Case 682,Assign seriousness,2012-04-03 12:38:03
Case 682,Take in charge ticket,2012-04-03 12:38:14
Case 682,Resolve ticket,2012-04-04 08:11:46
Case 984,Take in charge ticket,2013-01-28 15:11:17
Case 984,Resolve ticket,2013-02-15 08:07:20
Case 2906,Assign seriousness,2012-04-13 08:23:28
Case 2906,Take in charge ticket,2012-04-13 08:23:47
Case 2906,Resolve ticket,2012-04-13 11:02:05
Case 708,Assign seriousness,2012-10-15 16:02:28
Case 708,Take in charge ticket,2012-10-16 06:51:20
Case 708,Wait,2012-10-16 07:48:44
Case 708,Resolve ticket,2012-11-06 09:57:59
Case 2362,Take in charge ticket,2013-03-21 11:33:19
Case 2362,Wait,2013-04-08 10:09:08
Case 2362,Resolve ticket,2013-04-08 12:23:56
Case 917,Assign seriousness,2010-09-07 10:15:00
Case 917,Take in charge ticket,2010-09-17 10:44:37
Case 917,Resolve ticket,2010-09-17 10:57:30
Case 745,Assign seriousness,2012-01-03 16:07:37
Case 745,Take in charge ticket,2012-01-04 10:29:40
Case 745,Resolve ticket,2012-01-04 10:47:56
Case 1332,Assign seriousness,2012-09-03 16:10:07
Case 1332,Take in charge ticket,2012-09-05 07:13:32
Case 1332,Resolve ticket,2012-09-20 13:22:50
Case 1955,Assign seriousness,2012-05-10 12:22:34
Case 1955,Take in charge ticket,2012-05-14 13:05:59
Case 1955,Resolve ticket,2012-05-15 15:03:23
Case 307,Assign seriousness,2012-06-22 08:02:35
Case 307,Take in charge ticket,2012-06-25 10:06:08
Case 307,Resolve ticket,2012-06-25 10:27:09
Case 2482,Assign seriousness,2012-03-20 14:22:08
Case 2482,Take in charge ticket,2012-03-20 14:22:18
Case 2482,Resolve ticket,2012-03-21 10:31:49
Case 1350,Assign seriousness,2012-05-08 16:05:37
Case 1350,Take in charge ticket,2012-05-16 08:04:37
Case 1350,Wait,2012-05-16 15:11:27
Case 1350,Resolve ticket,2012-05-25 07:42:41
Case 2602,Assign seriousness,2012-01-31 15:04:47
Case 2602,Take in charge ticket,2012-01-31 15:04:57
Case 2602,Resolve ticket,2012-01-31 17:01:00
Case 1655,Assign seriousness,2013-02-01 13:20:48
Case 1655,Take in charge ticket,2013-02-19 08:01:31
Case 1655,Resolve ticket,2013-02-19 10:13:25
Case 2027,Assign seriousness,2012-01-26 13:21:51
Case 2027,Take in charge ticket,2012-01-27 10:14:35
Case 2027,Wait,2012-02-06 14:00:19
Case 2027,Resolve ticket,2012-02-14 11:20:11
Case 658,Assign seriousness,2011-03-14 10:33:46
Case 658,Take in charge ticket,2011-03-14 10:34:09
Case 658,Resolve ticket,2011-03-28 09:21:11
Case 2621,Assign seriousness,2011-10-06 15:59:17
Case 2621,Take in charge ticket,2011-10-07 09:19:12
Case 2621,Wait,2011-10-13 15:21:30
Case 2621,Resolve ticket,2011-11-16 09:26:40
Case 2925,Assign seriousness,2010-10-27 14:50:34
Case 2925,Assign seriousness,2010-11-02 10:53:10
Case 2925,Take in charge ticket,2010-11-02 10:53:17
Case 2925,Wait,2010-11-08 15:55:17
Case 2925,Take in charge ticket,2010-11-25 16:41:50
Case 2925,Resolve ticket,2010-11-25 16:42:02
Case 2789,Assign seriousness,2012-07-30 10:55:06
Case 2789,Take in charge ticket,2012-07-31 15:11:01
Case 2789,Resolve ticket,2012-07-31 15:11:19
Case 490,Assign seriousness,2011-07-11 13:49:19
Case 490,Take in charge ticket,2011-07-12 07:52:08
Case 490,Resolve ticket,2011-07-12 08:16:03
Case 564,Assign seriousness,2011-06-09 10:42:40
Case 564,Take in charge ticket,2011-06-09 12:48:08
Case 564,Resolve ticket,2011-06-17 08:50:28
Case 83,Assign seriousness,2013-07-16 14:19:52
Case 83,Take in charge ticket,2013-07-23 08:59:56
Case 83,Wait,2013-07-24 08:11:00
Case 83,Resolve ticket,2013-08-19 15:22:57
Case 1818,Assign seriousness,2011-10-19 07:40:55
Case 1818,Take in charge ticket,2011-10-19 08:41:09
Case 1818,Resolve ticket,2011-10-20 07:42:40
Case 714,Assign seriousness,2011-10-20 10:17:17
Case 714,Take in charge ticket,2011-10-20 10:22:06
Case 714,Resolve ticket,2011-10-20 14:49:24
Case 580,Assign seriousness,2011-04-19 10:22:36
Case 580,Take in charge ticket,2011-04-19 10:22:53
Case 580,Resolve ticket,2011-04-22 08:04:16
Case 1420,Assign seriousness,2013-10-29 10:20:41
Case 1420,Take in charge ticket,2013-10-29 12:00:04
Case 1420,Schedule intervention,2013-10-30 11:26:10
Case 1420,Resolve ticket,2013-11-25 14:31:38
Case 859,Assign seriousness,2012-04-19 10:51:11
Case 859,Take in charge ticket,2012-04-23 07:37:41
Case 859,Resolve ticket,2012-04-23 14:32:42
Case 1493,Assign seriousness,2012-03-19 08:26:04
Case 1493,Take in charge ticket,2012-03-19 08:26:14
Case 1493,Resolve ticket,2012-03-19 08:47:06
Case 856,Assign seriousness,2013-09-04 15:52:10
Case 856,Take in charge ticket,2013-09-09 07:47:54
Case 856,Wait,2013-09-10 08:44:04
Case 856,Resolve ticket,2013-09-20 08:11:18
Case 1900,Assign seriousness,2013-06-20 11:47:38
Case 1900,Take in charge ticket,2013-07-09 14:16:24
Case 1900,Wait,2013-07-24 11:14:01
Case 1900,Resolve ticket,2013-08-01 14:26:18
Case 1580,Assign seriousness,2012-10-01 15:53:34
Case 1580,Take in charge ticket,2012-10-02 14:48:29
Case 1580,Wait,2012-10-16 15:10:47
Case 1580,Resolve ticket,2012-10-25 07:08:23
Case 692,Assign seriousness,2011-04-06 07:44:20
Case 692,Take in charge ticket,2011-04-06 07:44:43
Case 692,Resolve ticket,2011-04-06 08:02:11
Case 1664,Take in charge ticket,2013-01-15 17:12:50
Case 1664,Resolve ticket,2013-02-19 08:39:08
Case 1959,Assign seriousness,2010-04-28 08:08:10
Case 1959,Take in charge ticket,2010-04-28 08:08:34
Case 1959,Resolve ticket,2010-04-28 08:51:59
Case 538,Assign seriousness,2012-02-08 15:27:05
Case 538,Take in charge ticket,2012-02-08 15:35:36
Case 538,Resolve ticket,2012-02-08 15:37:34
Case 2862,Assign seriousness,2010-04-15 13:49:28
Case 2862,Take in charge ticket,2010-04-15 14:16:15
Case 2862,Resolve ticket,2010-04-15 14:16:26
Case 2627,Assign seriousness,2011-12-20 14:16:22
Case 2627,Take in charge ticket,2011-12-21 07:49:32
Case 2627,Resolve ticket,2011-12-21 08:57:09
Case 960,Assign seriousness,2011-07-06 15:31:20
Case 960,Take in charge ticket,2011-07-19 08:01:01
Case 960,Resolve ticket,2011-07-21 10:13:44
Case 488,Assign seriousness,2011-09-20 07:40:54
Case 488,Take in charge ticket,2011-09-26 13:33:44
Case 488,Resolve ticket,2011-09-27 15:12:04
Case 1469,Assign seriousness,2010-03-19 15:07:01
Case 1469,Take in charge ticket,2010-04-02 10:14:27
Case 1469,Resolve ticket,2010-04-26 15:52:28
Case 1898,Assign seriousness,2012-05-14 14:37:56
Case 1898,Take in charge ticket,2012-05-14 15:13:00
Case 1898,Wait,2012-05-16 08:39:14
Case 1898,Resolve ticket,2012-05-17 15:26:43
Case 181,Assign seriousness,2011-09-29 09:51:55
Case 181,Resolve ticket,2011-09-30 13:14:19
Case 66,Assign seriousness,2012-06-26 08:46:53
Case 66,Take in charge ticket,2012-06-26 08:47:39
Case 66,Resolve ticket,2012-06-26 13:05:58
Case 673,Assign seriousness,2011-11-21 10:49:42
Case 673,Take in charge ticket,2011-11-25 10:51:52
Case 673,Resolve ticket,2011-11-28 15:05:51
Case 589,Assign seriousness,2012-07-20 10:02:52
Case 589,Take in charge ticket,2012-07-23 07:24:50
Case 589,Resolve ticket,2012-07-24 15:24:35
Case 1627,Assign seriousness,2011-11-07 09:21:13
Case 1627,Take in charge ticket,2011-11-07 09:21:26
Case 1627,Resolve ticket,2011-11-07 10:16:59
Case 55,Assign seriousness,2011-10-26 15:51:42
Case 55,Take in charge ticket,2011-10-31 15:19:03
Case 55,Wait,2011-11-07 08:44:52
Case 55,Resolve ticket,2011-11-21 08:21:23
Case 1982,Assign seriousness,2012-04-20 12:01:58
Case 1982,Take in charge ticket,2012-04-30 13:32:48
Case 1982,Resolve ticket,2012-05-15 09:31:12
Case 829,Assign seriousness,2012-07-31 14:35:02
Case 829,Take in charge ticket,2012-07-31 15:24:57
Case 829,Resolve ticket,2012-08-02 12:08:43
Case 1354,Assign seriousness,2012-03-30 15:30:09
Case 1354,Take in charge ticket,2012-04-02 15:20:47
Case 1354,Wait,2012-04-06 14:12:57
Case 1354,Resolve ticket,2012-04-20 10:42:17
Case 54,Assign seriousness,2013-11-07 08:20:59
Case 54,Take in charge ticket,2013-11-29 09:10:50
Case 54,Resolve ticket,2013-12-02 16:14:22
Case 1532,Assign seriousness,2010-09-13 16:15:26
Case 1532,Take in charge ticket,2010-09-16 07:19:32
Case 1532,Resolve ticket,2010-09-16 07:19:54
Case 1221,Assign seriousness,2013-05-10 12:41:48
Case 1221,Take in charge ticket,2013-05-28 07:02:02
Case 1221,Wait,2013-05-28 07:43:53
Case 1221,Resolve ticket,2013-06-06 07:05:14
Case 2579,Assign seriousness,2012-06-28 09:55:57
Case 2579,Resolve ticket,2012-06-28 10:50:50
Case 1182,Assign seriousness,2011-03-04 09:29:57
Case 1182,Take in charge ticket,2011-03-04 09:30:34
Case 1182,Resolve ticket,2011-03-18 08:21:06
